CustomerID_norm,FirstOrderDate,LastOrderDate,TotalOrders,TotalRevenue,AOV,RecencyDays,RepeatFlag,ChurnFlag,LastChannel,Segment (VIP/Loyal/At Risk/Lost)
KH0007078,20/04/2023,20/04/2023,1,1750000,1750000,"1,096",0,1,Nowzone,Lost
KH0007079,22/04/2023,22/04/2023,1,360000,360000,"1,094",0,1,Nowzone,Lost
KH0007080,21/04/2023,21/04/2023,1,1380000,1380000,"1,095",0,1,Shopee,Lost
KH0007081,22/04/2023,31/12/2024,2,3380000,1690000,475,1,1,Website,At Risk
KH0007082,23/04/2023,23/04/2023,1,1298000,1298000,"1,093",0,1,Nowzone,Lost
KH0007083,23/04/2023,23/04/2023,1,2060000,2060000,"1,093",0,1,Shopee,Lost
KH0007084,24/04/2023,24/04/2023,1,1080000,1080000,"1,092",0,1,Facebook,Lost
KH0007085,24/04/2023,24/04/2023,1,280000,280000,"1,092",0,1,Website,Lost
KH0007086,24/04/2023,24/04/2023,1,280000,280000,"1,092",0,1,Website,Lost
KH0007087,24/04/2023,19/10/2023,2,6360000,3180000,914,1,1,Zalo,Lost
KH0007088,25/04/2023,25/04/2023,1,280000,280000,"1,091",0,1,Shopee,Lost
KH0007089,25/04/2023,25/04/2023,1,7990000,7990000,"1,091",0,1,Zalo,Lost
KH000709,21/01/2026,21/01/2026,1,1012000,1012000,89,0,0,Takashimaya,Loyal
KH0007090,26/04/2023,26/04/2023,1,1600000,1600000,"1,090",0,1,Zalo,Lost
KH0007091,26/04/2023,29/12/2023,4,12128000,3032000,843,1,1,Zalo,Lost
KH0007092,26/04/2023,26/04/2023,1,5780000,5780000,"1,090",0,1,Shopee,Lost
KH0007093,27/04/2023,27/04/2023,1,2500000,2500000,"1,089",0,1,Website,Lost
KH0007094,27/04/2023,27/04/2023,1,1300000,1300000,"1,089",0,1,Zalo,Lost
KH0007096,29/04/2023,29/04/2023,1,1168000,1168000,"1,087",0,1,Nowzone,Lost
KH0007097,04/05/2023,04/05/2023,1,2680000,2680000,"1,082",0,1,Shopee,Lost
KH000710,21/01/2026,21/01/2026,1,1480000,1480000,89,0,0,Takashimaya,Loyal
KH0007103,06/05/2023,22/07/2023,2,2301000,1150500,"1,003",1,1,Nowzone,Lost
KH0007104,07/05/2023,07/05/2023,1,1080000,1080000,"1,079",0,1,Nowzone,Lost
KH0007106,29/04/2023,29/04/2023,1,468000,468000,"1,087",0,1,Internal,Lost
KH0007107,29/04/2023,29/04/2023,1,748000,748000,"1,087",0,1,Internal,Lost
KH0007108,29/04/2023,29/04/2023,1,1318000,1318000,"1,087",0,1,Internal,Lost
KH0007109,08/05/2023,08/05/2023,1,1580000,1580000,"1,078",0,1,Nowzone,Lost
KH000711,22/01/2026,22/01/2026,1,990000,990000,88,0,0,Takashimaya,Loyal
KH0007111,08/05/2023,23/07/2023,2,4000000,2000000,"1,002",1,1,Nowzone,Lost
KH0007113,11/05/2023,11/05/2023,1,980000,980000,"1,075",0,1,Tiki,Lost
KH0007115,12/05/2023,12/05/2023,1,2918000,2918000,"1,074",0,1,Nowzone,Lost
KH0007116,22/05/2023,01/06/2023,2,6582600,3291300,"1,054",1,1,Facebook,Lost
KH0007117,13/05/2023,13/05/2023,1,1180000,1180000,"1,073",0,1,Nowzone,Lost
KH0007118,13/05/2023,13/05/2023,1,2360000,2360000,"1,073",0,1,Nowzone,Lost
KH0007119,14/05/2023,14/05/2023,1,1200000,1200000,"1,072",0,1,Facebook,Lost
KH000712,22/01/2026,22/01/2026,1,1100000,1100000,88,0,0,Nowzone,Loyal
KH0007120,14/05/2023,14/05/2023,1,1180000,1180000,"1,072",0,1,Nowzone,Lost
KH0007121,15/05/2023,15/05/2023,1,980000,980000,"1,071",0,1,Zalo,Lost
KH0007122,15/05/2023,15/05/2023,1,2068000,2068000,"1,071",0,1,Website,Lost
KH0007123,13/05/2023,13/05/2023,1,380000,380000,"1,073",0,1,Internal,Lost
KH0007125,16/05/2023,16/05/2023,1,444600,444600,"1,070",0,1,Zalo,Lost
KH0007126,16/05/2023,16/05/2023,1,2470000,2470000,"1,070",0,1,Zalo,Lost
KH0007127,17/05/2023,19/05/2023,2,4438400,2219200,"1,067",1,1,Zalo,Lost
KH000713,26/01/2026,26/01/2026,1,368000,368000,84,0,0,Website,Loyal
KH0007130,17/05/2023,17/05/2023,1,872100,872100,"1,069",0,1,Zalo,Lost
KH0007131,18/05/2023,15/07/2023,2,837500,418750,"1,010",1,1,Shopee,Lost
KH0007132,18/05/2023,18/05/2023,1,740000,740000,"1,068",0,1,Shopee,Lost
KH0007133,18/05/2023,08/09/2023,4,7531000,1882750,955,1,1,Facebook,Lost
KH0007134,18/05/2023,18/05/2023,1,872100,872100,"1,068",0,1,Nowzone,Lost
KH0007135,19/05/2023,19/05/2023,1,1576000,1576000,"1,067",0,1,Shopee,Lost
KH0007136,19/05/2023,19/05/2023,1,940500,940500,"1,067",0,1,Nowzone,Lost
KH0007137,19/05/2023,20/06/2023,2,3359600,1679800,"1,035",1,1,Nowzone,Lost
KH0007138,19/05/2023,23/05/2023,2,3040000,1520000,"1,063",1,1,Zalo,Lost
KH0007139,20/05/2023,20/05/2023,1,617500,617500,"1,066",0,1,Nowzone,Lost
KH000714,23/01/2026,23/01/2026,1,1288000,1288000,87,0,0,Takashimaya,Loyal
KH0007140,21/05/2023,21/05/2023,1,1596000,1596000,"1,065",0,1,Nowzone,Lost
KH0007141,21/05/2023,21/05/2023,1,3420000,3420000,"1,065",0,1,Nowzone,Lost
KH0007143,20/05/2023,09/11/2025,3,4031100,1343700,162,1,0,Zalo,Loyal
KH0007144,21/05/2023,21/05/2023,1,1216000,1216000,"1,065",0,1,Zalo,Lost
KH0007145,31/05/2023,11/01/2024,4,8822800,2205700,830,1,1,Zalo,Lost
KH0007146,22/05/2023,28/05/2023,2,16245000,8122500,"1,058",1,1,Nowzone,Lost
KH0007149,23/05/2023,23/05/2023,1,266000,266000,"1,063",0,1,Shopee,Lost
KH000715,23/01/2026,23/01/2026,1,1656000,1656000,87,0,0,Takashimaya,Loyal
KH0007150,24/05/2023,24/05/2023,1,266000,266000,"1,062",0,1,Shopee,Lost
KH0007151,25/05/2023,25/05/2023,1,1520000,1520000,"1,061",0,1,Nowzone,Lost
KH0007152,26/05/2023,29/05/2023,2,4180000,2090000,"1,057",1,1,Shopee,Lost
KH0007153,26/05/2023,26/05/2023,1,4560000,4560000,"1,060",0,1,Zalo,Lost
KH0007154,26/05/2023,26/05/2023,1,760000,760000,"1,060",0,1,Shopee,Lost
KH0007155,28/05/2023,28/05/2023,1,1360000,1360000,"1,058",0,1,Nowzone,Lost
KH0007157,28/05/2023,28/05/2023,1,2051000,2051000,"1,058",0,1,Shopee,Lost
KH0007158,28/05/2023,28/05/2023,1,836000,836000,"1,058",0,1,Shopee,Lost
KH0007159,28/05/2023,28/05/2023,1,589000,589000,"1,058",0,1,Lazada,Lost
KH000716,23/01/2026,23/01/2026,1,880000,880000,87,0,0,Takashimaya,Loyal
KH0007160,29/05/2023,23/11/2024,6,3780000,630000,513,1,1,Facebook,At Risk
KH0007163,31/05/2023,31/05/2023,1,16128000,16128000,"1,055",0,1,Zalo,Lost
KH0007165,01/06/2023,21/09/2023,2,3278000,1639000,942,1,1,Website,Lost
KH0007166,01/06/2023,01/06/2023,1,468000,468000,"1,054",0,1,Zalo,Lost
KH0007167,01/06/2023,05/06/2023,2,8288000,4144000,"1,050",1,1,Nowzone,Lost
KH000717,29/01/2026,29/01/2026,1,888000,888000,81,0,0,Facebook,Loyal
KH0007170,02/06/2023,02/06/2023,1,3600000,3600000,"1,053",0,1,Zalo,Lost
KH0007171,03/06/2023,03/06/2023,1,2800000,2800000,"1,052",0,1,Nowzone,Lost
KH0007172,03/06/2023,12/09/2024,4,4000000,1000000,585,1,1,Nowzone,At Risk
KH0007173,03/06/2023,03/06/2023,1,800000,800000,"1,052",0,1,Shopee,Lost
KH0007174,04/06/2023,04/06/2023,1,4950000,4950000,"1,051",0,1,Website,Lost
KH0007175,05/06/2023,05/06/2023,1,990000,990000,"1,050",0,1,Zalo,Lost
KH0007176,05/06/2023,05/06/2023,1,1280000,1280000,"1,050",0,1,Website,Lost
KH0007178,05/06/2023,05/06/2023,1,1000000,1000000,"1,050",0,1,Shopee,Lost
KH000718,25/01/2026,01/02/2026,2,7738000,3869000,78,1,0,Nowzone,Loyal
KH0007180,06/06/2023,06/06/2023,1,1014000,1014000,"1,049",0,1,Lazada,Lost
KH0007181,07/06/2023,07/06/2023,1,1060000,1060000,"1,048",0,1,Shopee,Lost
KH0007182,07/06/2023,07/06/2023,1,360000,360000,"1,048",0,1,Shopee,Lost
KH0007183,07/06/2023,07/06/2023,1,4000000,4000000,"1,048",0,1,Shopee,Lost
KH0007184,07/06/2023,07/06/2023,1,3000000,3000000,"1,048",0,1,Nowzone,Lost
KH0007185,07/06/2023,07/06/2023,1,830000,830000,"1,048",0,1,Nowzone,Lost
KH0007186,08/06/2023,08/06/2023,1,468000,468000,"1,047",0,1,Website,Lost
KH0007187,08/06/2023,08/06/2023,1,3200000,3200000,"1,047",0,1,Facebook,Lost
KH0007189,10/06/2023,10/06/2023,1,1180000,1180000,"1,045",0,1,Website,Lost
KH000719,25/01/2026,25/01/2026,1,558000,558000,85,0,0,Takashimaya,Loyal
KH0007190,10/06/2023,10/06/2023,1,650000,650000,"1,045",0,1,Nowzone,Lost
KH0007191,11/06/2023,11/06/2023,1,800000,800000,"1,044",0,1,Nowzone,Lost
KH0007193,11/06/2023,11/06/2023,1,2640000,2640000,"1,044",0,1,Shopee,Lost
KH0007195,12/06/2023,12/06/2023,1,3040000,3040000,"1,043",0,1,Shopee,Lost
KH0007196,13/06/2023,19/10/2023,2,4800000,2400000,914,1,1,Zalo,Lost
KH0007197,14/06/2023,14/06/2023,1,800000,800000,"1,041",0,1,Shopee,Lost
KH0007198,15/06/2023,15/06/2023,1,1600000,1600000,"1,040",0,1,Shopee,Lost
KH0007199,15/06/2023,15/06/2023,1,380000,380000,"1,040",0,1,Nowzone,Lost
KH000720,25/01/2026,25/01/2026,1,2068000,2068000,85,0,0,Nowzone,Loyal
KH0007202,16/06/2023,21/06/2023,2,1980000,990000,"1,034",1,1,Shopee,Lost
KH0007203,17/06/2023,17/06/2023,1,1000000,1000000,"1,038",0,1,Shopee,Lost
KH0007204,17/06/2023,17/06/2023,1,810000,810000,"1,038",0,1,Shopee,Lost
KH0007205,18/06/2023,23/10/2023,2,5810000,2905000,910,1,1,Website,Lost
KH0007206,18/06/2023,18/06/2023,1,800000,800000,"1,037",0,1,Lazada,Lost
KH0007207,18/06/2023,18/06/2023,1,1800000,1800000,"1,037",0,1,Website,Lost
KH0007208,19/06/2023,19/06/2023,1,1600000,1600000,"1,036",0,1,Internal,Lost
KH0007209,20/06/2023,20/06/2023,1,1508000,1508000,"1,035",0,1,Nowzone,Lost
KH000721,29/01/2026,09/02/2026,3,750000,250000,70,1,0,Zalo,Loyal
KH0007210,20/06/2023,20/06/2023,1,880000,880000,"1,035",0,1,Nowzone,Lost
KH0007211,21/06/2023,21/06/2023,1,980000,980000,"1,034",0,1,Nowzone,Lost
KH0007212,22/06/2023,26/07/2023,2,4748000,2374000,999,1,1,Facebook,Lost
KH0007213,22/06/2023,22/06/2023,1,360000,360000,"1,033",0,1,Shopee,Lost
KH0007214,24/06/2023,24/06/2023,1,880000,880000,"1,031",0,1,Nowzone,Lost
KH0007215,24/06/2023,24/06/2023,1,4536000,4536000,"1,031",0,1,Zalo,Lost
KH0007216,25/06/2023,25/06/2023,1,1070000,1070000,"1,030",0,1,Shopee,Lost
KH000722,25/01/2026,25/01/2026,1,3088000,3088000,85,0,0,Takashimaya,Loyal
KH0007220,28/06/2023,28/06/2023,1,880000,880000,"1,027",0,1,Lazada,Lost
KH0007221,28/06/2023,28/06/2023,1,1800000,1800000,"1,027",0,1,Zalo,Lost
KH0007224,30/06/2023,30/07/2023,2,1110000,555000,995,1,1,Shopee,Lost
KH0007225,30/06/2023,30/06/2023,1,2180000,2180000,"1,025",0,1,Nowzone,Lost
KH0007226,30/06/2023,30/06/2023,1,3600000,3600000,"1,025",0,1,Nowzone,Lost
KH0007227,02/07/2023,02/07/2023,1,2180000,2180000,"1,023",0,1,Nowzone,Lost
KH0007228,02/07/2023,10/07/2023,3,6908000,2302666.667,"1,015",1,1,Nowzone,Lost
KH0007229,02/07/2023,02/07/2023,1,2032000,2032000,"1,023",0,1,Nowzone,Lost
KH000723,25/01/2026,25/01/2026,1,938000,938000,85,0,0,Takashimaya,Loyal
KH0007238,01/07/2023,01/07/2023,1,120000,120000,"1,024",0,1,Lazada,Lost
KH0007239,01/07/2023,01/07/2023,2,120000,60000,"1,024",1,1,Lazada,Lost
KH000724,25/01/2026,25/01/2026,1,1177600,1177600,85,0,0,Takashimaya,Loyal
KH0007241,01/07/2023,01/07/2023,1,200000,200000,"1,024",0,1,Lazada,Lost
KH000725,26/01/2026,30/03/2026,10,77501800,7750180,21,1,0,Tiki,VIP
KH0007252,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Shopee,Lost
KH0007255,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Shopee,Lost
KH0007257,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Shopee,Lost
KH0007259,01/07/2023,01/07/2023,1,80000,80000,"1,024",0,1,Shopee,Lost
KH000726,26/01/2026,26/01/2026,1,3368000,3368000,84,0,0,Nowzone,Loyal
KH0007260,01/07/2023,01/07/2023,1,80000,80000,"1,024",0,1,Shopee,Lost
KH0007261,01/07/2023,01/07/2023,1,80000,80000,"1,024",0,1,Shopee,Lost
KH0007262,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Shopee,Lost
KH0007263,01/07/2023,01/07/2023,1,80000,80000,"1,024",0,1,Shopee,Lost
KH0007264,01/07/2023,01/07/2023,2,80000,40000,"1,024",1,1,Shopee,Lost
KH0007265,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Shopee,Lost
KH0007266,01/07/2023,30/11/2023,2,6800000,3400000,872,1,1,Shopee,Lost
KH0007267,11/08/2023,11/08/2023,1,980000,980000,983,0,1,Facebook,Lost
KH0007268,01/07/2023,01/07/2023,1,468000,468000,"1,024",0,1,Shopee,Lost
KH0007269,02/07/2023,02/07/2023,1,468000,468000,"1,023",0,1,Shopee,Lost
KH000727,29/01/2026,29/01/2026,1,980000,980000,81,0,0,Zalo,Loyal
KH000728,27/01/2026,27/01/2026,1,1980000,1980000,83,0,0,Takashimaya,Loyal
KH000729,28/01/2026,07/03/2026,2,3956000,1978000,44,1,0,Takashimaya,Loyal
KH0007299,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Tiki,Lost
KH000730,28/01/2026,28/01/2026,1,2050000,2050000,82,0,0,Nowzone,Loyal
KH0007300,01/07/2023,01/07/2023,1,40000,40000,"1,024",0,1,Tiki,Lost
KH0007301,01/07/2023,01/07/2023,1,508000,508000,"1,024",0,1,Website,Lost
KH0007302,02/07/2023,02/07/2023,1,1600000,1600000,"1,023",0,1,Website,Lost
KH0007305,03/07/2023,31/07/2023,2,7170000,3585000,994,1,1,Nowzone,Lost
KH0007306,03/07/2023,03/07/2023,1,1598000,1598000,"1,022",0,1,Nowzone,Lost
KH0007308,01/07/2023,11/11/2023,2,977000,488500,891,1,1,Lazada,Lost
KH000731,29/01/2026,30/01/2026,2,800000,400000,80,1,0,Facebook,Loyal
KH0007311,05/07/2023,05/07/2023,1,1066000,1066000,"1,020",0,1,Nowzone,Lost
KH0007312,07/07/2023,07/07/2023,1,1400000,1400000,"1,018",0,1,Facebook,Lost
KH0007315,07/07/2023,07/07/2023,1,280000,280000,"1,018",0,1,Shopee,Lost
KH0007316,08/07/2023,08/07/2023,1,5225000,5225000,"1,017",0,1,Nowzone,Lost
KH0007317,09/07/2023,09/07/2023,1,280000,280000,"1,016",0,1,Nowzone,Lost
KH0007318,09/07/2023,09/07/2023,1,2180000,2180000,"1,016",0,1,Facebook,Lost
KH0007319,10/07/2023,10/07/2023,1,468000,468000,"1,015",0,1,Facebook,Lost
KH000732,29/01/2026,29/01/2026,1,1080000,1080000,81,0,0,Nowzone,Loyal
KH000733,30/01/2026,30/01/2026,1,688000,688000,80,0,0,Takashimaya,Loyal
KH000734,31/01/2026,07/02/2026,2,5980000,2990000,72,1,0,Zalo,Loyal
KH0007346,10/07/2023,14/07/2023,2,3200000,1600000,"1,011",1,1,Website,Lost
KH0007355,18/06/2024,18/06/2024,1,1600000,1600000,671,0,1,Zalo,At Risk
KH0007356,11/07/2023,23/12/2023,2,1086000,543000,849,1,1,Lazada,Lost
KH0007357,11/07/2023,11/07/2023,1,760000,760000,"1,014",0,1,Shopee,Lost
KH0007358,12/07/2023,12/07/2023,1,880000,880000,"1,013",0,1,Shopee,Lost
KH0007359,12/07/2023,15/07/2023,2,438000,219000,"1,010",1,1,Shopee,Lost
KH000736,31/01/2026,03/02/2026,2,0,0,76,1,0,Tiki,Loyal
KH0007361,12/07/2023,12/07/2023,1,2180000,2180000,"1,013",0,1,Nowzone,Lost
KH0007362,12/07/2023,06/08/2023,2,4450000,2225000,988,1,1,Facebook,Lost
KH0007363,13/07/2023,13/07/2023,1,428000,428000,"1,012",0,1,Lazada,Lost
KH0007364,13/07/2023,13/07/2023,1,936000,936000,"1,012",0,1,Zalo,Lost
KH0007365,13/07/2023,01/03/2024,4,15562640,3890660,780,1,1,Zalo,Lost
KH0007366,14/07/2023,14/07/2023,1,428000,428000,"1,011",0,1,Shopee,Lost
KH0007367,14/07/2023,14/07/2023,1,428000,428000,"1,011",0,1,Shopee,Lost
KH0007368,14/07/2023,14/07/2023,1,1280000,1280000,"1,011",0,1,Nowzone,Lost
KH0007369,14/07/2023,14/07/2023,1,1000000,1000000,"1,011",0,1,Shopee,Lost
KH000737,31/01/2026,02/02/2026,2,3640000,1820000,77,1,0,Takashimaya,Loyal
KH0007373,14/07/2023,14/07/2023,1,1974000,1974000,"1,011",0,1,Nowzone,Lost
KH0007376,14/07/2023,14/07/2023,1,830000,830000,"1,011",0,1,Internal,Lost
KH000738,31/01/2026,31/01/2026,1,3088000,3088000,79,0,0,Takashimaya,Loyal
KH0007380,16/07/2023,16/07/2023,1,320000,320000,"1,009",0,1,Shopee,Lost
KH0007381,16/07/2023,16/07/2023,1,1560000,1560000,"1,009",0,1,Shopee,Lost
KH0007382,16/07/2023,16/07/2023,1,1180000,1180000,"1,009",0,1,Nowzone,Lost
KH0007383,16/07/2023,16/07/2023,1,1180000,1180000,"1,009",0,1,Nowzone,Lost
KH0007384,17/07/2023,17/07/2023,1,650000,650000,"1,008",0,1,Shopee,Lost
KH0007385,19/07/2023,25/07/2023,2,5960000,2980000,"1,000",1,1,Website,Lost
KH0007386,19/07/2023,19/07/2023,1,1580000,1580000,"1,006",0,1,Zalo,Lost
KH0007388,20/07/2023,20/07/2023,1,3988000,3988000,"1,005",0,1,Shopee,Lost
KH0007389,20/07/2023,20/07/2023,1,680000,680000,"1,005",0,1,Tiki,Lost
KH000739,31/01/2026,14/04/2026,3,4260000,1420000,6,1,0,Takashimaya,Loyal
KH0007390,21/07/2023,21/07/2023,1,1380000,1380000,"1,004",0,1,Lazada,Lost
KH0007391,22/07/2023,22/07/2023,1,2130000,2130000,"1,003",0,1,Nowzone,Lost
KH0007392,22/07/2023,29/08/2024,4,2738000,684500,599,1,1,Lazada,At Risk
KH0007393,24/07/2023,24/07/2023,1,616000,616000,"1,001",0,1,Zalo,Lost
KH0007394,22/07/2023,22/07/2023,1,3560000,3560000,"1,003",0,1,Shopee,Lost
KH0007395,24/07/2023,24/07/2023,1,830000,830000,"1,001",0,1,Nowzone,Lost
KH0007396,24/07/2023,24/07/2023,1,266000,266000,"1,001",0,1,Internal,Lost
KH0007399,25/07/2023,28/07/2023,2,7158000,3579000,997,1,1,Nowzone,Lost
KH000740,31/01/2026,31/01/2026,1,3088000,3088000,79,0,0,Takashimaya,Loyal
KH0007400,25/07/2023,25/07/2023,1,5168000,5168000,"1,000",0,1,Zalo,Lost
KH0007401,25/07/2023,25/07/2023,1,936000,936000,"1,000",0,1,Shopee,Lost
KH0007403,13/04/2025,13/04/2025,1,1230960,1230960,372,0,1,Nowzone,At Risk
KH0007404,27/07/2023,27/07/2023,1,480000,480000,998,0,1,Shopee,Lost
KH0007406,28/07/2023,28/07/2023,1,4000000,4000000,997,0,1,Nowzone,Lost
KH0007409,31/07/2023,05/02/2026,2,3340000,1670000,74,1,0,Nowzone,Loyal
KH000741,31/01/2026,31/01/2026,2,15988000,7994000,79,1,0,Takashimaya,Loyal
KH0007410,31/07/2023,11/08/2025,3,4208000,1402666.667,252,1,0,Facebook,Loyal
KH0007411,31/07/2023,31/07/2023,1,830000,830000,994,0,1,Nowzone,Lost
KH0007413,25/08/2023,15/11/2024,3,3722400,1240800,521,1,1,Internal,At Risk
KH0007414,22/01/2024,22/01/2024,1,740000,740000,819,0,1,Lazada,Lost
KH0007415,02/08/2023,07/02/2026,2,1860000,930000,72,1,0,Website,Loyal
KH0007416,02/08/2023,02/08/2023,1,748000,748000,992,0,1,Internal,Lost
KH0007417,03/08/2023,26/04/2024,78,189885575,2434430.449,724,1,1,Shopee,At Risk
KH0007418,03/08/2023,20/08/2023,2,5718000,2859000,974,1,1,Shopee,Lost
KH000742,31/01/2026,31/01/2026,1,1680000,1680000,79,0,0,Event,Loyal
KH0007420,04/08/2023,04/08/2023,1,830000,830000,990,0,1,Zalo,Lost
KH0007422,06/08/2023,06/08/2023,1,800000,800000,988,0,1,Nowzone,Lost
KH0007423,25/08/2023,25/08/2023,1,2806770,2806770,969,0,1,Shopee,Lost
KH000743,01/02/2026,01/02/2026,1,16016000,16016000,78,0,0,Nowzone,Loyal
KH000744,01/02/2026,01/02/2026,1,1338000,1338000,78,0,0,Takashimaya,Loyal
KH000745,07/02/2026,27/02/2026,2,6688000,3344000,52,1,0,Facebook,Loyal
KH000747,01/02/2026,01/02/2026,1,1580000,1580000,78,0,0,Nowzone,Loyal
KH000748,01/02/2026,01/02/2026,1,838000,838000,78,0,0,Takashimaya,Loyal
KH000749,07/02/2026,07/02/2026,1,6176000,6176000,72,0,0,Facebook,Loyal
KH0007498,25/08/2023,25/08/2023,1,650000,650000,969,0,1,Shopee,Lost
KH000750,07/02/2026,19/03/2026,3,1876000,625333.3333,32,1,0,Facebook,Loyal
KH000751,02/02/2026,13/02/2026,2,5850800,2925400,66,1,0,Nowzone,Loyal
KH0007517,09/08/2023,09/08/2023,1,830000,830000,985,0,1,Facebook,Lost
KH000752,07/02/2026,07/02/2026,1,1680000,1680000,72,0,0,Website,Loyal
KH0007531,08/08/2023,08/08/2023,1,1680000,1680000,986,0,1,Nowzone,Lost
KH0007534,08/08/2023,08/08/2023,1,650000,650000,986,0,1,Nowzone,Lost
KH000754,07/02/2026,09/02/2026,2,0,0,70,1,0,Facebook,Loyal
KH0007548,12/08/2023,12/08/2023,1,1500000,1500000,982,0,1,Nowzone,Lost
KH000755,04/02/2026,04/02/2026,1,3088000,3088000,75,0,0,Takashimaya,Loyal
KH0007554,14/08/2023,19/10/2023,2,8256000,4128000,914,1,1,Nowzone,Lost
KH0007555,16/08/2023,16/08/2023,1,1800000,1800000,978,0,1,Lazada,Lost
KH0007556,15/08/2023,28/12/2023,3,8678000,2892666.667,844,1,1,Nowzone,Lost
KH0007557,18/08/2023,18/08/2023,1,2648000,2648000,976,0,1,Internal,Lost
KH0007558,25/08/2023,25/08/2023,1,11058000,11058000,969,0,1,Zalo,Lost
KH000756,04/02/2026,04/02/2026,1,1288000,1288000,75,0,0,Takashimaya,Loyal
KH0007560,25/08/2023,25/08/2023,1,280000,280000,969,0,1,Website,Lost
KH0007562,17/08/2023,17/08/2023,1,1208000,1208000,977,0,1,Nowzone,Lost
KH0007564,19/08/2023,16/09/2023,2,1410000,705000,947,1,1,Nowzone,Lost
KH0007565,25/08/2023,25/08/2023,1,980000,980000,969,0,1,Shopee,Lost
KH0007567,21/08/2023,03/11/2023,2,11056600,5528300,899,1,1,Nowzone,Lost
KH0007568,22/08/2023,22/08/2023,1,1980000,1980000,972,0,1,Zalo,Lost
KH000757,05/02/2026,05/02/2026,1,1288000,1288000,74,0,0,Facebook,Loyal
KH0007570,23/08/2023,24/11/2023,2,3104000,1552000,878,1,1,Zalo,Lost
KH0007571,26/08/2023,26/08/2023,1,3600000,3600000,968,0,1,Zalo,Lost
KH0007572,28/08/2023,28/08/2023,1,560000,560000,966,0,1,Internal,Lost
KH0007574,26/08/2023,26/08/2023,1,1600000,1600000,968,0,1,Nowzone,Lost
KH0007575,27/08/2023,31/12/2025,3,4570000,1523333.333,110,1,0,Nowzone,Loyal
KH000758,05/02/2026,05/02/2026,1,3000000,3000000,74,0,0,Takashimaya,Loyal
KH0007580,29/08/2023,25/10/2025,10,10426370,1042637,177,1,0,Zalo,Loyal
KH0007581,01/09/2023,01/09/2023,1,10278000,10278000,962,0,1,Facebook,Lost
KH0007583,01/09/2023,27/03/2025,5,17107000,3421400,389,1,1,Nowzone,At Risk
KH0007584,02/09/2023,02/09/2023,1,1600000,1600000,961,0,1,Nowzone,Lost
KH0007586,31/08/2023,31/08/2023,1,4800000,4800000,963,0,1,Facebook,Lost
KH0007588,05/09/2023,19/10/2023,4,6808000,1702000,914,1,1,Event,Lost
KH0007589,05/09/2023,05/09/2023,1,1218000,1218000,958,0,1,Event,Lost
KH000759,05/02/2026,05/02/2026,1,3088000,3088000,74,0,0,Facebook,Loyal
KH0007590,05/09/2023,05/09/2023,1,180000,180000,958,0,1,Event,Lost
KH0007591,05/09/2023,05/09/2023,1,368000,368000,958,0,1,Event,Lost
KH0007592,05/09/2023,05/09/2023,1,1630000,1630000,958,0,1,Event,Lost
KH0007593,05/09/2023,05/09/2023,1,1318000,1318000,958,0,1,Event,Lost
KH0007594,05/09/2023,11/12/2023,2,998000,499000,861,1,1,Event,Lost
KH0007595,05/09/2023,05/09/2023,1,368000,368000,958,0,1,Event,Lost
KH0007596,05/09/2023,05/09/2023,1,1100000,1100000,958,0,1,Event,Lost
KH0007597,05/09/2023,05/09/2023,1,468000,468000,958,0,1,Event,Lost
KH0007598,05/09/2023,04/10/2023,2,5622040,2811020,929,1,1,Nowzone,Lost
KH000760,05/02/2026,05/02/2026,1,800000,800000,74,0,0,Takashimaya,Loyal
KH0007600,08/09/2023,17/07/2024,3,5300000,1766666.667,642,1,1,Zalo,At Risk
KH0007602,08/09/2023,27/11/2023,2,4360000,2180000,875,1,1,Nowzone,Lost
KH0007604,09/09/2023,09/09/2023,1,1560000,1560000,954,0,1,Nowzone,Lost
KH0007606,14/09/2023,29/12/2023,7,23648000,3378285.714,843,1,1,Facebook,Lost
KH0007607,10/09/2023,10/09/2023,1,280000,280000,953,0,1,Lazada,Lost
KH0007609,10/09/2023,10/09/2023,1,1690000,1690000,953,0,1,Nowzone,Lost
KH000761,05/02/2026,05/02/2026,1,2576000,2576000,74,0,0,Takashimaya,Loyal
KH0007610,10/09/2023,10/09/2023,1,3260000,3260000,953,0,1,Nowzone,Lost
KH0007615,11/09/2023,11/09/2023,1,610000,610000,952,0,1,Nowzone,Lost
KH0007616,11/09/2023,11/09/2023,2,11036000,5518000,952,1,1,Nowzone,Lost
KH0007618,19/10/2023,08/01/2024,2,1760000,880000,833,1,1,Facebook,Lost
KH0007619,19/10/2023,19/10/2023,1,990000,990000,914,0,1,Zalo,Lost
KH000762,06/02/2026,06/04/2026,3,3579200,1193066.667,14,1,0,Takashimaya,Loyal
KH0007620,11/09/2023,11/09/2023,1,880000,880000,952,0,1,Lazada,Lost
KH000763,06/02/2026,06/02/2026,1,3088000,3088000,73,0,0,Takashimaya,Loyal
